Sample,Sequence,RPKM
SI072_120m,SaanichInlet_120m_65_25,7.33425
SI072_120m,SaanichInlet_120m_65_250,20.7785
SI072_120m,SaanichInlet_120m_65_251,1.19883
SI072_120m,SaanichInlet_120m_65_252,5.13477
SI072_120m,SaanichInlet_120m_65_253,2.09829
SI072_120m,SaanichInlet_120m_65_254,3.97673
SI072_120m,SaanichInlet_120m_65_255,6.06732
SI072_120m,SaanichInlet_120m_65_256,22.242
SI072_120m,SaanichInlet_120m_65_257,16.9461
SI072_120m,SaanichInlet_120m_65_258,1.74945
SI072_120m,SaanichInlet_120m_65_259,6.67179
SI072_120m,SaanichInlet_120m_65_26,67.3423
SI072_120m,SaanichInlet_120m_65_260,1.72026
SI072_120m,SaanichInlet_120m_65_261,38.6021
SI072_120m,SaanichInlet_120m_65_262,9.54325
SI072_120m,SaanichInlet_120m_65_263,19.7076
SI072_120m,SaanichInlet_120m_65_264,1.91598
SI072_120m,SaanichInlet_120m_65_265,1.13822
SI072_120m,SaanichInlet_120m_65_266,3.94639
SI072_120m,SaanichInlet_120m_65_267,4.42441
SI072_120m,SaanichInlet_120m_65_268,1.7503
SI072_120m,SaanichInlet_120m_65_269,5.02464
SI072_120m,SaanichInlet_120m_65_27,36.942
SI072_120m,SaanichInlet_120m_65_270,1.14764
SI072_120m,SaanichInlet_120m_65_271,7.66888
SI072_120m,SaanichInlet_120m_65_272,22.5447
SI072_120m,SaanichInlet_120m_65_273,66.1636
SI072_120m,SaanichInlet_120m_65_274,1.70519
SI072_120m,SaanichInlet_120m_65_275,5.50862
SI072_120m,SaanichInlet_120m_65_276,14.0293
SI072_120m,SaanichInlet_120m_65_277,5.0133
SI072_120m,SaanichInlet_120m_65_278,5.3202
SI072_120m,SaanichInlet_120m_65_279,1.28641
SI072_120m,SaanichInlet_120m_65_28,1.80395
SI072_120m,SaanichInlet_120m_65_280,14.8713
SI072_120m,SaanichInlet_120m_65_281,1.93036
SI072_120m,SaanichInlet_120m_65_282,7.82351
SI072_120m,SaanichInlet_120m_65_283,286.913
SI072_120m,SaanichInlet_120m_65_284,2.45249
SI072_120m,SaanichInlet_120m_65_285,1.39684
SI072_120m,SaanichInlet_120m_65_286,12.0983
SI072_120m,SaanichInlet_120m_65_287,8.54908
SI072_120m,SaanichInlet_120m_65_288,1.1979
SI072_120m,SaanichInlet_120m_65_289,13.8339
SI072_120m,SaanichInlet_120m_65_29,3.76105
SI072_120m,SaanichInlet_120m_65_290,5.95628
SI072_120m,SaanichInlet_120m_65_291,5.00704
SI072_120m,SaanichInlet_120m_65_292,13.5176
SI072_120m,SaanichInlet_120m_65_293,4.75004
SI072_120m,SaanichInlet_120m_65_294,2.28634
SI072_120m,SaanichInlet_120m_65_295,5.96218
SI072_120m,SaanichInlet_120m_65_296,1.16812
SI072_120m,SaanichInlet_120m_65_297,6.26559
SI072_120m,SaanichInlet_120m_65_298,2.34236
SI072_120m,SaanichInlet_120m_65_3,1.62275
SI072_120m,SaanichInlet_120m_65_30,51.202
SI072_120m,SaanichInlet_120m_65_31,1.79866
SI072_120m,SaanichInlet_120m_65_32,25.5376
SI072_120m,SaanichInlet_120m_65_33,14.1025
SI072_120m,SaanichInlet_120m_65_34,5.75056
SI072_120m,SaanichInlet_120m_65_35,4.94247
SI072_120m,SaanichInlet_120m_65_36,10.7862
SI072_120m,SaanichInlet_120m_65_37,57.1745
SI072_120m,SaanichInlet_120m_65_38,2.70368
SI072_120m,SaanichInlet_120m_65_39,5.8473
SI072_120m,SaanichInlet_120m_65_4,26.3191
SI072_120m,SaanichInlet_120m_65_40,4.38074
SI072_120m,SaanichInlet_120m_65_41,7.54631
SI072_120m,SaanichInlet_120m_65_42,5.55734
SI072_120m,SaanichInlet_120m_65_43,4.32892
SI072_120m,SaanichInlet_120m_65_44,13.6006
SI072_120m,SaanichInlet_120m_65_45,2.25281
SI072_120m,SaanichInlet_120m_65_46,3.65127
SI072_120m,SaanichInlet_120m_65_47,10.1582
SI072_120m,SaanichInlet_120m_65_48,1.73749
SI072_120m,SaanichInlet_120m_65_49,1.62242
SI072_120m,SaanichInlet_120m_65_5,10.9446
SI072_120m,SaanichInlet_120m_65_50,222.343
SI072_120m,SaanichInlet_120m_65_51,3.32214
SI072_120m,SaanichInlet_120m_65_52,2.49591
SI072_120m,SaanichInlet_120m_65_53,8.86711
SI072_120m,SaanichInlet_120m_65_54,6.77678
SI072_120m,SaanichInlet_120m_65_55,5.21833
SI072_120m,SaanichInlet_120m_65_56,44.6254
SI072_120m,SaanichInlet_120m_65_57,7.58738
SI072_120m,SaanichInlet_120m_65_58,22.4354
SI072_120m,SaanichInlet_120m_65_59,2.61158
SI072_120m,SaanichInlet_120m_65_6,61.9601
SI072_120m,SaanichInlet_120m_65_60,2.0897
SI072_120m,SaanichInlet_120m_65_61,15.9878
SI072_120m,SaanichInlet_120m_65_62,1.22904
SI072_120m,SaanichInlet_120m_65_63,4.54567
SI072_120m,SaanichInlet_120m_65_64,2.75962
SI072_120m,SaanichInlet_120m_65_65,2.93709
SI072_120m,SaanichInlet_120m_65_66,8.88869
SI072_120m,SaanichInlet_120m_65_67,2.35359
SI072_120m,SaanichInlet_120m_65_68,21.6371
SI072_120m,SaanichInlet_120m_65_69,5.60154
SI072_120m,SaanichInlet_120m_65_7,3.08123
SI072_120m,SaanichInlet_120m_65_70,5.74817
SI072_120m,SaanichInlet_120m_65_71,4.20204
SI072_120m,SaanichInlet_120m_65_72,2.26264
SI072_120m,SaanichInlet_120m_65_73,17.6862
SI072_120m,SaanichInlet_120m_65_74,2.95101
SI072_120m,SaanichInlet_120m_65_75,24.8395
SI072_120m,SaanichInlet_120m_65_76,83.106
SI072_120m,SaanichInlet_120m_65_77,11.4088
SI072_120m,SaanichInlet_120m_65_78,6.31855
SI072_120m,SaanichInlet_120m_65_79,4.93908
SI072_120m,SaanichInlet_120m_65_8,3.44942
SI072_120m,SaanichInlet_120m_65_80,3.00045
SI072_120m,SaanichInlet_120m_65_81,81.0169
SI072_120m,SaanichInlet_120m_65_82,16.8988
SI072_120m,SaanichInlet_120m_65_83,27.9471
SI072_120m,SaanichInlet_120m_65_84,2.29347
SI072_120m,SaanichInlet_120m_65_85,1.02517
SI072_120m,SaanichInlet_120m_65_86,6.55861
SI072_120m,SaanichInlet_120m_65_87,2.45617
SI072_120m,SaanichInlet_120m_65_88,10.0676
SI072_120m,SaanichInlet_120m_65_89,1.46374
SI072_120m,SaanichInlet_120m_65_9,4.6572
SI072_120m,SaanichInlet_120m_65_90,4.74581
SI072_120m,SaanichInlet_120m_65_91,7.96637
SI072_120m,SaanichInlet_120m_65_92,147.068
SI072_120m,SaanichInlet_120m_65_93,10.6413
SI072_120m,SaanichInlet_120m_65_94,1.34249
SI072_120m,SaanichInlet_120m_65_95,3.80796
SI072_120m,SaanichInlet_120m_65_96,2.38259
SI072_120m,SaanichInlet_120m_65_97,1.223
SI072_120m,SaanichInlet_120m_65_98,4.54875
SI072_120m,SaanichInlet_120m_65_99,30.7291
SI072_120m,SaanichInlet_120m_71_1,1.17545
SI072_120m,SaanichInlet_120m_71_10,0.382827
SI072_120m,SaanichInlet_120m_71_11,1.19028
SI072_120m,SaanichInlet_120m_71_12,0.266679
SI072_120m,SaanichInlet_120m_71_13,0.602284
SI072_120m,SaanichInlet_120m_71_14,0.528792
SI072_120m,SaanichInlet_120m_71_15,0.693679
SI072_120m,SaanichInlet_120m_71_16,0.683593
SI072_120m,SaanichInlet_120m_71_17,0.638977
SI072_120m,SaanichInlet_120m_71_18,0.364037
SI072_120m,SaanichInlet_120m_71_19,0.268831
SI072_120m,SaanichInlet_120m_71_2,0.671424
SI072_120m,SaanichInlet_120m_71_20,0.805019
SI072_120m,SaanichInlet_120m_71_21,0.446657
SI072_120m,SaanichInlet_120m_71_22,0.740259
SI072_120m,SaanichInlet_120m_71_23,0.818783
SI072_120m,SaanichInlet_120m_71_24,0.342377
SI072_120m,SaanichInlet_120m_71_25,0.420781
SI072_120m,SaanichInlet_120m_71_26,0.552423
SI072_120m,SaanichInlet_120m_71_27,0.492747
SI072_120m,SaanichInlet_120m_71_28,0.436418
SI072_120m,SaanichInlet_120m_71_29,0.299255
SI072_120m,SaanichInlet_120m_71_3,0.362134
SI072_120m,SaanichInlet_120m_71_30,0.457756
SI072_120m,SaanichInlet_120m_71_31,0.406331
SI072_120m,SaanichInlet_120m_71_32,0.356779
SI072_120m,SaanichInlet_120m_71_33,0.599037
SI072_120m,SaanichInlet_120m_71_34,0.406647
SI072_120m,SaanichInlet_120m_71_35,0.413551
SI072_120m,SaanichInlet_120m_71_36,0.271393
SI072_120m,SaanichInlet_120m_71_37,0.473225
SI072_120m,SaanichInlet_120m_71_38,0.664507
SI072_120m,SaanichInlet_120m_71_39,0.365231
SI072_120m,SaanichInlet_120m_71_4,0.101712
SI072_120m,SaanichInlet_120m_71_40,0.451113
SI072_120m,SaanichInlet_120m_71_41,1.05921
SI072_120m,SaanichInlet_120m_71_42,0.461922
SI072_120m,SaanichInlet_120m_71_43,0.322619
SI072_120m,SaanichInlet_120m_71_44,0.378431
SI072_120m,SaanichInlet_120m_71_5,0.304251
SI072_120m,SaanichInlet_120m_71_6,0.685676
SI072_120m,SaanichInlet_120m_71_7,0.357272
SI072_120m,SaanichInlet_120m_71_8,0.699319
SI072_120m,SaanichInlet_120m_71_9,0.479235
SI072_120m,SaanichInlet_120m_7_1,0.636416
SI072_120m,SaanichInlet_120m_7_10,0.447922
SI072_120m,SaanichInlet_120m_7_11,1.96827
SI072_120m,SaanichInlet_120m_7_12,0.13723
SI072_120m,SaanichInlet_120m_7_13,0.302384
SI072_120m,SaanichInlet_120m_7_14,0.575205
SI072_120m,SaanichInlet_120m_7_15,0.762812
SI072_120m,SaanichInlet_120m_7_16,0.520981
SI072_120m,SaanichInlet_120m_7_17,0.151953
SI072_120m,SaanichInlet_120m_7_18,0.689624
SI072_120m,SaanichInlet_120m_7_19,0.489711
SI072_120m,SaanichInlet_120m_7_2,0.966711
SI072_120m,SaanichInlet_120m_7_20,0.612859
SI072_120m,SaanichInlet_120m_7_21,0.420378
SI072_120m,SaanichInlet_120m_7_22,0.423215
SI072_120m,SaanichInlet_120m_7_23,0.357509
SI072_120m,SaanichInlet_120m_7_24,0.489843
SI072_120m,SaanichInlet_120m_7_25,0.331637
SI072_120m,SaanichInlet_120m_7_26,1.06726
SI072_120m,SaanichInlet_120m_7_27,0.399307
SI072_120m,SaanichInlet_120m_7_28,0.53845
SI072_120m,SaanichInlet_120m_7_29,0.913474
SI072_120m,SaanichInlet_120m_7_3,0.240915
SI072_120m,SaanichInlet_120m_7_30,0.777334
SI072_120m,SaanichInlet_120m_7_31,0.617251
SI072_120m,SaanichInlet_120m_7_32,0.835549
SI072_120m,SaanichInlet_120m_7_33,0.503797
SI072_120m,SaanichInlet_120m_7_34,0.663254
SI072_120m,SaanichInlet_120m_7_4,0.278338
SI072_120m,SaanichInlet_120m_7_5,0.163862
SI072_120m,SaanichInlet_120m_7_6,0.520162
SI072_120m,SaanichInlet_120m_7_7,0.680876
SI072_120m,SaanichInlet_120m_7_8,0.0803214
SI072_120m,SaanichInlet_120m_7_9,0.459485
SI072_120m,SaanichInlet_120m_88_1,3.99332
SI072_120m,SaanichInlet_120m_88_10,8.71463
SI072_120m,SaanichInlet_120m_88_100,2.08783
SI072_120m,SaanichInlet_120m_88_101,9.94977
SI072_120m,SaanichInlet_120m_88_102,1.4517
SI072_120m,SaanichInlet_120m_88_103,4.72031
SI072_120m,SaanichInlet_120m_88_104,4.09013
SI072_120m,SaanichInlet_120m_88_105,3.21721
SI072_120m,SaanichInlet_120m_88_106,1.68726
SI072_120m,SaanichInlet_120m_88_107,3.11638
SI072_120m,SaanichInlet_120m_88_108,2.29089
SI072_120m,SaanichInlet_120m_88_109,5.04655
SI072_120m,SaanichInlet_120m_88_11,9.64857
SI072_120m,SaanichInlet_120m_88_110,4.29836
SI072_120m,SaanichInlet_120m_88_111,4.08416
SI072_120m,SaanichInlet_120m_88_112,0.822883
SI072_120m,SaanichInlet_120m_88_113,2.65235
SI072_120m,SaanichInlet_120m_88_114,0.745709
SI072_120m,SaanichInlet_120m_88_115,0.755272
SI072_120m,SaanichInlet_120m_88_116,10.6999
SI072_120m,SaanichInlet_120m_88_117,21.671
SI072_120m,SaanichInlet_120m_88_118,12.495
SI072_120m,SaanichInlet_120m_88_119,14.8998
SI072_120m,SaanichInlet_120m_88_12,22.8612
SI072_120m,SaanichInlet_120m_88_120,3.49279
SI072_120m,SaanichInlet_120m_88_121,1.16702
SI072_120m,SaanichInlet_120m_88_122,5.72828
SI072_120m,SaanichInlet_120m_88_123,8.14918
SI072_120m,SaanichInlet_120m_88_124,1.66144
SI072_120m,SaanichInlet_120m_88_125,1.14832
SI072_120m,SaanichInlet_120m_88_126,20.5833
SI072_120m,SaanichInlet_120m_88_127,1.86742
SI072_120m,SaanichInlet_120m_88_128,12.908
SI072_120m,SaanichInlet_120m_88_129,3.38186
SI072_120m,SaanichInlet_120m_88_13,8.19928
SI072_120m,SaanichInlet_120m_88_130,0.864609
SI072_120m,SaanichInlet_120m_88_131,0.998819
SI072_120m,SaanichInlet_120m_88_132,1.89055
SI072_120m,SaanichInlet_120m_88_133,14.5385
SI072_120m,SaanichInlet_120m_88_134,1.53542
SI072_120m,SaanichInlet_120m_88_135,3.42331
SI072_120m,SaanichInlet_120m_88_136,82.6593
SI072_120m,SaanichInlet_120m_88_137,4.36593
SI072_120m,SaanichInlet_120m_88_138,0.736964
SI072_120m,SaanichInlet_120m_88_139,1.95436
SI072_120m,SaanichInlet_120m_88_14,8.79253
SI072_120m,SaanichInlet_120m_88_140,2.70398
SI072_120m,SaanichInlet_120m_88_141,2.06166
SI072_120m,SaanichInlet_120m_88_142,8.90871
SI072_120m,SaanichInlet_120m_88_143,1.98826
SI072_120m,SaanichInlet_120m_88_144,1.05601
SI072_120m,SaanichInlet_120m_88_145,3.31918
SI072_120m,SaanichInlet_120m_88_146,7.18115
SI072_120m,SaanichInlet_120m_88_147,0.799379
SI072_120m,SaanichInlet_120m_88_148,32.6741
SI072_120m,SaanichInlet_120m_88_149,1.37038
SI072_120m,SaanichInlet_120m_88_15,23.5948
SI072_120m,SaanichInlet_120m_88_150,1.45402
SI072_120m,SaanichInlet_120m_88_151,3.42316
SI072_120m,SaanichInlet_120m_88_152,20.9988
SI072_120m,SaanichInlet_120m_88_153,2.88253
SI072_120m,SaanichInlet_120m_88_154,2.22711
SI072_120m,SaanichInlet_120m_88_155,1.48896
SI072_120m,SaanichInlet_120m_88_156,2.07445
SI072_120m,SaanichInlet_120m_88_157,8.4946
SI072_120m,SaanichInlet_120m_88_158,2.21405
SI072_120m,SaanichInlet_120m_88_159,7.03369
SI072_120m,SaanichInlet_120m_88_16,5.21875
SI072_120m,SaanichInlet_120m_88_160,12.7476
SI072_120m,SaanichInlet_120m_88_17,30.2675
SI072_120m,SaanichInlet_120m_88_18,19.2187
SI072_120m,SaanichInlet_120m_88_19,8.08383
SI072_120m,SaanichInlet_120m_88_2,2.68953
SI072_120m,SaanichInlet_120m_88_20,10.7469
SI072_120m,SaanichInlet_120m_88_21,6.34246
SI072_120m,SaanichInlet_120m_88_22,50.0752
SI072_120m,SaanichInlet_120m_88_23,17.2915
SI072_120m,SaanichInlet_120m_88_24,21.3472
SI072_120m,SaanichInlet_120m_88_25,15.1986
SI072_120m,SaanichInlet_120m_88_26,17.6704
SI072_120m,SaanichInlet_120m_88_27,21.3841
SI072_120m,SaanichInlet_120m_88_28,6.1255
SI072_120m,SaanichInlet_120m_88_29,2.73208
SI072_120m,SaanichInlet_120m_88_3,7.30918
SI072_120m,SaanichInlet_120m_88_30,3.23876
SI072_120m,SaanichInlet_120m_88_31,32.8507
SI072_120m,SaanichInlet_120m_88_32,13.953
SI072_120m,SaanichInlet_120m_88_33,10.7072
SI072_120m,SaanichInlet_120m_88_34,9.44177
SI072_120m,SaanichInlet_120m_88_35,15.5034
SI072_120m,SaanichInlet_120m_88_36,6.85539
SI072_120m,SaanichInlet_120m_88_37,25.2036
SI072_120m,SaanichInlet_120m_88_38,12.8509
SI072_120m,SaanichInlet_120m_88_39,9.93939
SI072_120m,SaanichInlet_120m_88_4,30.0713
SI072_120m,SaanichInlet_120m_88_40,8.51469
SI072_120m,SaanichInlet_120m_88_41,2.2539
SI072_120m,SaanichInlet_120m_88_42,4.53859
SI072_120m,SaanichInlet_120m_88_43,6.48827
SI072_120m,SaanichInlet_120m_88_44,12.6922
SI072_120m,SaanichInlet_120m_88_45,18.2227
SI072_120m,SaanichInlet_120m_88_46,19.3906
SI072_120m,SaanichInlet_120m_88_47,14.0318
SI072_120m,SaanichInlet_120m_88_48,7.82412
SI072_120m,SaanichInlet_120m_88_49,19.8227
SI072_120m,SaanichInlet_120m_88_5,16.7719
SI072_120m,SaanichInlet_120m_88_50,12.706
SI072_120m,SaanichInlet_120m_88_51,20.7554
SI072_120m,SaanichInlet_120m_88_52,3.08357
SI072_120m,SaanichInlet_120m_88_53,1.56669
SI072_120m,SaanichInlet_120m_88_54,6.83602
SI072_120m,SaanichInlet_120m_88_55,5.18613
SI072_120m,SaanichInlet_120m_88_56,23.2656
SI072_120m,SaanichInlet_120m_88_57,14.6588
SI072_120m,SaanichInlet_120m_88_58,44.0975
SI072_120m,SaanichInlet_120m_88_59,7.13842
SI072_120m,SaanichInlet_120m_88_6,3.72024
SI072_120m,SaanichInlet_120m_88_60,6.63868
SI072_120m,SaanichInlet_120m_88_61,12.4596
SI072_120m,SaanichInlet_120m_88_62,8.97441
SI072_120m,SaanichInlet_120m_88_63,21.9975
SI072_120m,SaanichInlet_120m_88_64,6.01491
SI072_120m,SaanichInlet_120m_88_65,8.97122
SI072_120m,SaanichInlet_120m_88_66,8.78076
SI072_120m,SaanichInlet_120m_88_67,4.39232
SI072_120m,SaanichInlet_120m_88_68,8.98144
SI072_120m,SaanichInlet_120m_88_69,1.42647
SI072_120m,SaanichInlet_120m_88_7,11.5433
SI072_120m,SaanichInlet_120m_88_70,9.56684
SI072_120m,SaanichInlet_120m_88_71,4.10558
SI072_120m,SaanichInlet_120m_88_72,32.3587
SI072_120m,SaanichInlet_120m_88_73,11.5407
SI072_120m,SaanichInlet_120m_88_74,12.1306
SI072_120m,SaanichInlet_120m_88_75,7.24848
SI072_120m,SaanichInlet_120m_88_76,5.92265
SI072_120m,SaanichInlet_120m_88_77,17.9524
SI072_120m,SaanichInlet_120m_88_78,0.952493
SI072_120m,SaanichInlet_120m_88_79,2.03683
SI072_120m,SaanichInlet_120m_88_8,15.044
SI072_120m,SaanichInlet_120m_88_80,22.3552
SI072_120m,SaanichInlet_120m_88_81,14.9818
SI072_120m,SaanichInlet_120m_88_82,0.978863
SI072_120m,SaanichInlet_120m_88_83,1.43894
SI072_120m,SaanichInlet_120m_88_84,18.2214
SI072_120m,SaanichInlet_120m_88_85,10.4721
SI072_120m,SaanichInlet_120m_88_86,6.92222
SI072_120m,SaanichInlet_120m_88_87,2.44693
SI072_120m,SaanichInlet_120m_88_88,13.9356
SI072_120m,SaanichInlet_120m_88_89,0.940415
SI072_120m,SaanichInlet_120m_88_9,2.76331
SI072_120m,SaanichInlet_120m_88_90,2.26193
SI072_120m,SaanichInlet_120m_88_91,11.3967
SI072_120m,SaanichInlet_120m_88_92,2.75354
SI072_120m,SaanichInlet_120m_88_93,8.73519
SI072_120m,SaanichInlet_120m_88_94,2.424
SI072_120m,SaanichInlet_120m_88_95,1.53968
SI072_120m,SaanichInlet_120m_88_96,8.68959
SI072_120m,SaanichInlet_120m_88_97,15.0398
SI072_120m,SaanichInlet_120m_88_98,54.4542
SI072_120m,SaanichInlet_120m_88_99,1.16385
SI072_120m,SaanichInlet_120m_90_1,0.490529
SI072_120m,SaanichInlet_120m_90_10,0.649218
SI072_120m,SaanichInlet_120m_90_100,0.934197
SI072_120m,SaanichInlet_120m_90_101,1.13025
SI072_120m,SaanichInlet_120m_90_102,0.605463
SI072_120m,SaanichInlet_120m_90_103,0.797183
SI072_120m,SaanichInlet_120m_90_104,1.12625
SI072_120m,SaanichInlet_120m_90_105,0.431809
SI072_120m,SaanichInlet_120m_90_106,0.501992
SI072_120m,SaanichInlet_120m_90_107,0.800288
SI072_120m,SaanichInlet_120m_90_108,0.824451
SI072_120m,SaanichInlet_120m_90_109,0.261296
SI072_120m,SaanichInlet_120m_90_11,1.10257
SI072_120m,SaanichInlet_120m_90_110,0.405688
SI072_120m,SaanichInlet_120m_90_111,1.03035
SI072_120m,SaanichInlet_120m_90_112,0.909225
SI072_120m,SaanichInlet_120m_90_113,0.664454
SI072_120m,SaanichInlet_120m_90_114,0.544131
SI072_120m,SaanichInlet_120m_90_115,0.551463
SI072_120m,SaanichInlet_120m_90_116,1.30741
SI072_120m,SaanichInlet_120m_90_117,1.0318
SI072_120m,SaanichInlet_120m_90_118,1.15489
SI072_120m,SaanichInlet_120m_90_119,0.646821
SI072_120m,SaanichInlet_120m_90_12,0.658618
SI072_120m,SaanichInlet_120m_90_120,1.40209
SI072_120m,SaanichInlet_120m_90_121,0.743481
SI072_120m,SaanichInlet_120m_90_122,0.630405
SI072_120m,SaanichInlet_120m_90_123,0.583357
SI072_120m,SaanichInlet_120m_90_124,0.887064
SI072_120m,SaanichInlet_120m_90_125,0.910473
SI072_120m,SaanichInlet_120m_90_126,1.32927
SI072_120m,SaanichInlet_120m_90_127,0.801815
SI072_120m,SaanichInlet_120m_90_128,1.3404
SI072_120m,SaanichInlet_120m_90_129,1.42966
SI072_120m,SaanichInlet_120m_90_13,0.963853
SI072_120m,SaanichInlet_120m_90_130,1.09173
SI072_120m,SaanichInlet_120m_90_131,0.877084
SI072_120m,SaanichInlet_120m_90_132,0.791178
SI072_120m,SaanichInlet_120m_90_133,1.29082
SI072_120m,SaanichInlet_120m_90_134,4.2532
SI072_120m,SaanichInlet_120m_90_135,0.789309
SI072_120m,SaanichInlet_120m_90_136,1.09016
SI072_120m,SaanichInlet_120m_90_137,1.15939
SI072_120m,SaanichInlet_120m_90_138,0.745336
SI072_120m,SaanichInlet_120m_90_139,0.618844
SI072_120m,SaanichInlet_120m_90_14,0.572742
SI072_120m,SaanichInlet_120m_90_140,1.09845
SI072_120m,SaanichInlet_120m_90_141,0.951316
SI072_120m,SaanichInlet_120m_90_142,2.39248
SI072_120m,SaanichInlet_120m_90_143,1.03588
SI072_120m,SaanichInlet_120m_90_144,11.0515
SI072_120m,SaanichInlet_120m_90_145,0.829439
SI072_120m,SaanichInlet_120m_90_146,0.985069
SI072_120m,SaanichInlet_120m_90_147,0.7688
SI072_120m,SaanichInlet_120m_90_148,1.1224
SI072_120m,SaanichInlet_120m_90_149,1.38384
SI072_120m,SaanichInlet_120m_90_15,1.25587
SI072_120m,SaanichInlet_120m_90_150,1.29058
SI072_120m,SaanichInlet_120m_90_151,0.327917
SI072_120m,SaanichInlet_120m_90_152,0.387571
SI072_120m,SaanichInlet_120m_90_153,1.22702
SI072_120m,SaanichInlet_120m_90_154,5.54315
SI072_120m,SaanichInlet_120m_90_155,1.18551
SI072_120m,SaanichInlet_120m_90_156,0.588861
SI072_120m,SaanichInlet_120m_90_157,0.721876
SI072_120m,SaanichInlet_120m_90_158,0.982926
SI072_120m,SaanichInlet_120m_90_159,0.70374
SI072_120m,SaanichInlet_120m_90_16,1.1716
SI072_120m,SaanichInlet_120m_90_160,0.583038
SI072_120m,SaanichInlet_120m_90_161,1.0725
SI072_120m,SaanichInlet_120m_90_162,0.722003
SI072_120m,SaanichInlet_120m_90_163,2.75731
SI072_120m,SaanichInlet_120m_90_164,0.719086
SI072_120m,SaanichInlet_120m_90_165,0.641324
SI072_120m,SaanichInlet_120m_90_166,0.696547
SI072_120m,SaanichInlet_120m_90_167,0.566847
SI072_120m,SaanichInlet_120m_90_168,0.711865
SI072_120m,SaanichInlet_120m_90_169,0.524988
SI072_120m,SaanichInlet_120m_90_17,0.826597
SI072_120m,SaanichInlet_120m_90_170,1.78333
SI072_120m,SaanichInlet_120m_90_171,0.587578
SI072_120m,SaanichInlet_120m_90_172,0.802628
SI072_120m,SaanichInlet_120m_90_173,1.03424
SI072_120m,SaanichInlet_120m_90_174,0.871064
SI072_120m,SaanichInlet_120m_90_175,1.00718
SI072_120m,SaanichInlet_120m_90_176,0.795391
SI072_120m,SaanichInlet_120m_90_177,1.14266
SI072_120m,SaanichInlet_120m_90_178,0.527872
SI072_120m,SaanichInlet_120m_90_179,0.615339
SI072_120m,SaanichInlet_120m_90_18,1.57988
SI072_120m,SaanichInlet_120m_90_180,0.701238
SI072_120m,SaanichInlet_120m_90_181,2.95393
SI072_120m,SaanichInlet_120m_90_182,1.32185
SI072_120m,SaanichInlet_120m_90_183,1.22207
SI072_120m,SaanichInlet_120m_90_184,0.59307
SI072_120m,SaanichInlet_120m_90_185,1.26051
SI072_120m,SaanichInlet_120m_90_186,0.818714
SI072_120m,SaanichInlet_120m_90_187,1.11097
SI072_120m,SaanichInlet_120m_90_188,0.949362
SI072_120m,SaanichInlet_120m_90_189,0.417934
SI072_120m,SaanichInlet_120m_90_19,0.809858
SI072_120m,SaanichInlet_120m_90_190,0.832184
SI072_120m,SaanichInlet_120m_90_191,0.624867
SI072_120m,SaanichInlet_120m_90_192,0.254746
SI072_120m,SaanichInlet_120m_90_193,1.39145
SI072_120m,SaanichInlet_120m_90_194,0.543997
SI072_120m,SaanichInlet_120m_90_195,1.28549
SI072_120m,SaanichInlet_120m_90_196,2.4377
SI072_120m,SaanichInlet_120m_90_197,1.4168
SI072_120m,SaanichInlet_120m_90_198,5.61404
SI072_120m,SaanichInlet_120m_90_199,0.461602
SI072_120m,SaanichInlet_120m_90_2,2.08628
SI072_120m,SaanichInlet_120m_90_20,1.04884
SI072_120m,SaanichInlet_120m_90_200,0.634066
SI072_120m,SaanichInlet_120m_90_201,0.779871
SI072_120m,SaanichInlet_120m_90_202,2.22019
SI072_120m,SaanichInlet_120m_90_203,1.00771
SI072_120m,SaanichInlet_120m_90_204,0.948295
SI072_120m,SaanichInlet_120m_90_205,0.635095
SI072_120m,SaanichInlet_120m_90_206,0.932272
SI072_120m,SaanichInlet_120m_90_207,1.5006
SI072_120m,SaanichInlet_120m_90_208,0.808303
SI072_120m,SaanichInlet_120m_90_209,1.15212
SI072_120m,SaanichInlet_120m_90_21,0.57024
SI072_120m,SaanichInlet_120m_90_210,0.770925
SI072_120m,SaanichInlet_120m_90_211,1.52962
SI072_120m,SaanichInlet_120m_90_212,1.18107
SI072_120m,SaanichInlet_120m_90_213,0.923938
SI072_120m,SaanichInlet_120m_90_214,1.07547
SI072_120m,SaanichInlet_120m_90_215,1.40492
SI072_120m,SaanichInlet_120m_90_216,0.457792
SI072_120m,SaanichInlet_120m_90_217,1.19883
SI072_120m,SaanichInlet_120m_90_218,0.630871
SI072_120m,SaanichInlet_120m_90_219,1.38431
SI072_120m,SaanichInlet_120m_90_22,3.19801
SI072_120m,SaanichInlet_120m_90_220,0.999027
SI072_120m,SaanichInlet_120m_90_221,1.14453
SI072_120m,SaanichInlet_120m_90_222,0.875455
SI072_120m,SaanichInlet_120m_90_223,0.937041
SI072_120m,SaanichInlet_120m_90_224,1.57491
SI072_120m,SaanichInlet_120m_90_225,0.79866
SI072_120m,SaanichInlet_120m_90_226,1.15082
SI072_120m,SaanichInlet_120m_90_227,0.682491
SI072_120m,SaanichInlet_120m_90_228,1.33237
