Sample,Sequence,RPKM
SI072_120m,SaanichInlet_120m_248_515,0.365147
SI072_120m,SaanichInlet_120m_248_516,0.256766
SI072_120m,SaanichInlet_120m_248_517,0.0737615
SI072_120m,SaanichInlet_120m_248_518,0.373607
SI072_120m,SaanichInlet_120m_248_519,0.0873126
SI072_120m,SaanichInlet_120m_248_52,16.3057
SI072_120m,SaanichInlet_120m_248_520,0.148694
SI072_120m,SaanichInlet_120m_248_521,0.231517
SI072_120m,SaanichInlet_120m_248_522,0.738036
SI072_120m,SaanichInlet_120m_248_523,0.359347
SI072_120m,SaanichInlet_120m_248_524,0.199246
SI072_120m,SaanichInlet_120m_248_525,0.332042
SI072_120m,SaanichInlet_120m_248_526,0.150417
SI072_120m,SaanichInlet_120m_248_527,1.17618
SI072_120m,SaanichInlet_120m_248_528,0.209694
SI072_120m,SaanichInlet_120m_248_529,0.144967
SI072_120m,SaanichInlet_120m_248_53,0.181726
SI072_120m,SaanichInlet_120m_248_530,0.261973
SI072_120m,SaanichInlet_120m_248_531,0.23202
SI072_120m,SaanichInlet_120m_248_532,0.218789
SI072_120m,SaanichInlet_120m_248_533,0.29748
SI072_120m,SaanichInlet_120m_248_534,0.0947848
SI072_120m,SaanichInlet_120m_248_535,0.113708
SI072_120m,SaanichInlet_120m_248_536,0.275986
SI072_120m,SaanichInlet_120m_248_537,0.298256
SI072_120m,SaanichInlet_120m_248_538,0.0839201
SI072_120m,SaanichInlet_120m_248_539,0.11243
SI072_120m,SaanichInlet_120m_248_54,0.608206
SI072_120m,SaanichInlet_120m_248_540,0.153761
SI072_120m,SaanichInlet_120m_248_541,0.131515
SI072_120m,SaanichInlet_120m_248_542,0.383366
SI072_120m,SaanichInlet_120m_248_543,0.158142
SI072_120m,SaanichInlet_120m_248_544,0.491827
SI072_120m,SaanichInlet_120m_248_545,0.189813
SI072_120m,SaanichInlet_120m_248_546,0.1879
SI072_120m,SaanichInlet_120m_248_547,0.084328
SI072_120m,SaanichInlet_120m_248_548,0.569058
SI072_120m,SaanichInlet_120m_248_549,0.206342
SI072_120m,SaanichInlet_120m_248_55,0.119118
SI072_120m,SaanichInlet_120m_248_550,0.194447
SI072_120m,SaanichInlet_120m_248_551,0.0940219
SI072_120m,SaanichInlet_120m_248_552,0.830089
SI072_120m,SaanichInlet_120m_248_553,0.378489
SI072_120m,SaanichInlet_120m_248_554,0.115409
SI072_120m,SaanichInlet_120m_248_555,0.417283
SI072_120m,SaanichInlet_120m_248_556,0.338718
SI072_120m,SaanichInlet_120m_248_557,0.172342
SI072_120m,SaanichInlet_120m_248_558,0.100446
SI072_120m,SaanichInlet_120m_248_559,0.194121
SI072_120m,SaanichInlet_120m_248_56,1.29387
SI072_120m,SaanichInlet_120m_248_560,0.11722
SI072_120m,SaanichInlet_120m_248_561,0.24904
SI072_120m,SaanichInlet_120m_248_562,0.0774603
SI072_120m,SaanichInlet_120m_248_563,0.125108
SI072_120m,SaanichInlet_120m_248_564,0.273404
SI072_120m,SaanichInlet_120m_248_565,0.255046
SI072_120m,SaanichInlet_120m_248_566,0.03519
SI072_120m,SaanichInlet_120m_248_567,0.236502
SI072_120m,SaanichInlet_120m_248_568,0.252311
SI072_120m,SaanichInlet_120m_248_569,0.0650983
SI072_120m,SaanichInlet_120m_248_57,0.369541
SI072_120m,SaanichInlet_120m_248_570,0.30837
SI072_120m,SaanichInlet_120m_248_571,0.162219
SI072_120m,SaanichInlet_120m_248_58,0.159629
SI072_120m,SaanichInlet_120m_248_59,0.24638
SI072_120m,SaanichInlet_120m_248_6,0.107404
SI072_120m,SaanichInlet_120m_248_60,0.221792
SI072_120m,SaanichInlet_120m_248_61,0.253052
SI072_120m,SaanichInlet_120m_248_62,0.257662
SI072_120m,SaanichInlet_120m_248_63,0.174762
SI072_120m,SaanichInlet_120m_248_64,0.136222
SI072_120m,SaanichInlet_120m_248_65,0.196369
SI072_120m,SaanichInlet_120m_248_66,0.153079
SI072_120m,SaanichInlet_120m_248_67,0.338745
SI072_120m,SaanichInlet_120m_248_68,0.209808
SI072_120m,SaanichInlet_120m_248_69,0.180785
SI072_120m,SaanichInlet_120m_248_7,0.366041
SI072_120m,SaanichInlet_120m_248_70,0.334596
SI072_120m,SaanichInlet_120m_248_71,0.119147
SI072_120m,SaanichInlet_120m_248_72,0.146325
SI072_120m,SaanichInlet_120m_248_73,0.333992
SI072_120m,SaanichInlet_120m_248_74,0.198428
SI072_120m,SaanichInlet_120m_248_75,0.143244
SI072_120m,SaanichInlet_120m_248_76,1.14512
SI072_120m,SaanichInlet_120m_248_77,0.131912
SI072_120m,SaanichInlet_120m_248_78,0.201298
SI072_120m,SaanichInlet_120m_248_79,0.237962
SI072_120m,SaanichInlet_120m_248_8,0.365351
SI072_120m,SaanichInlet_120m_248_80,0.153079
SI072_120m,SaanichInlet_120m_248_81,0.20954
SI072_120m,SaanichInlet_120m_248_82,0.194078
SI072_120m,SaanichInlet_120m_248_83,0.293659
SI072_120m,SaanichInlet_120m_248_84,0.126883
SI072_120m,SaanichInlet_120m_248_85,0.303376
SI072_120m,SaanichInlet_120m_248_86,0.144379
SI072_120m,SaanichInlet_120m_248_87,0.598575
SI072_120m,SaanichInlet_120m_248_88,0.35874
SI072_120m,SaanichInlet_120m_248_89,0.238661
SI072_120m,SaanichInlet_120m_248_9,0.159443
SI072_120m,SaanichInlet_120m_248_90,0.32883
SI072_120m,SaanichInlet_120m_248_91,0.153691
SI072_120m,SaanichInlet_120m_248_92,0.302365
SI072_120m,SaanichInlet_120m_248_93,0.100203
SI072_120m,SaanichInlet_120m_248_94,0.174566
SI072_120m,SaanichInlet_120m_248_95,0.500649
SI072_120m,SaanichInlet_120m_248_96,0.136535
SI072_120m,SaanichInlet_120m_248_97,0.390193
SI072_120m,SaanichInlet_120m_248_98,0.13392
SI072_120m,SaanichInlet_120m_248_99,0.211032
SI072_120m,SaanichInlet_120m_24_1,0.353889
SI072_120m,SaanichInlet_120m_24_10,0.260266
SI072_120m,SaanichInlet_120m_24_100,0.164443
SI072_120m,SaanichInlet_120m_24_101,0.144202
SI072_120m,SaanichInlet_120m_24_102,0.809447
SI072_120m,SaanichInlet_120m_24_103,0.751806
SI072_120m,SaanichInlet_120m_24_104,0.490673
SI072_120m,SaanichInlet_120m_24_105,2.23584
SI072_120m,SaanichInlet_120m_24_106,0.285284
SI072_120m,SaanichInlet_120m_24_107,1.27858
SI072_120m,SaanichInlet_120m_24_108,0.465696
SI072_120m,SaanichInlet_120m_24_109,0.219159
SI072_120m,SaanichInlet_120m_24_11,0.92833
SI072_120m,SaanichInlet_120m_24_110,0.10862
SI072_120m,SaanichInlet_120m_24_111,0.218416
SI072_120m,SaanichInlet_120m_24_112,0.166936
SI072_120m,SaanichInlet_120m_24_113,0.543312
SI072_120m,SaanichInlet_120m_24_114,0.396717
SI072_120m,SaanichInlet_120m_24_115,2.2679
SI072_120m,SaanichInlet_120m_24_116,0.340596
SI072_120m,SaanichInlet_120m_24_117,0.0566478
SI072_120m,SaanichInlet_120m_24_118,0.167966
SI072_120m,SaanichInlet_120m_24_119,0.0292318
SI072_120m,SaanichInlet_120m_24_12,0.251096
SI072_120m,SaanichInlet_120m_24_120,0.128472
SI072_120m,SaanichInlet_120m_24_121,0.0831398
SI072_120m,SaanichInlet_120m_24_122,0.416781
SI072_120m,SaanichInlet_120m_24_123,0.35258
SI072_120m,SaanichInlet_120m_24_124,0.119247
SI072_120m,SaanichInlet_120m_24_125,0.163599
SI072_120m,SaanichInlet_120m_24_126,0.164982
SI072_120m,SaanichInlet_120m_24_127,0.389462
SI072_120m,SaanichInlet_120m_24_128,0.203134
SI072_120m,SaanichInlet_120m_24_129,0.239467
SI072_120m,SaanichInlet_120m_24_13,0.0294496
SI072_120m,SaanichInlet_120m_24_130,6.18855
SI072_120m,SaanichInlet_120m_24_131,0.338948
SI072_120m,SaanichInlet_120m_24_132,0.311977
SI072_120m,SaanichInlet_120m_24_133,0.493878
SI072_120m,SaanichInlet_120m_24_134,0.343677
SI072_120m,SaanichInlet_120m_24_135,0.29302
SI072_120m,SaanichInlet_120m_24_136,0.253852
SI072_120m,SaanichInlet_120m_24_137,0.207321
SI072_120m,SaanichInlet_120m_24_138,0.319981
SI072_120m,SaanichInlet_120m_24_139,0.17055
SI072_120m,SaanichInlet_120m_24_14,0.387106
SI072_120m,SaanichInlet_120m_24_140,8.44256
SI072_120m,SaanichInlet_120m_24_141,0.186739
SI072_120m,SaanichInlet_120m_24_142,0.311391
SI072_120m,SaanichInlet_120m_24_143,0.393844
SI072_120m,SaanichInlet_120m_24_144,0.35538
SI072_120m,SaanichInlet_120m_24_145,0.207418
SI072_120m,SaanichInlet_120m_24_146,0.545075
SI072_120m,SaanichInlet_120m_24_147,0.198478
SI072_120m,SaanichInlet_120m_24_148,0.820438
SI072_120m,SaanichInlet_120m_24_149,0.908051
SI072_120m,SaanichInlet_120m_24_15,0.291307
SI072_120m,SaanichInlet_120m_24_150,0.236386
SI072_120m,SaanichInlet_120m_24_151,0.13317
SI072_120m,SaanichInlet_120m_24_152,3.12445
SI072_120m,SaanichInlet_120m_24_153,0.19179
SI072_120m,SaanichInlet_120m_24_154,1.04822
SI072_120m,SaanichInlet_120m_24_155,0.251264
SI072_120m,SaanichInlet_120m_24_156,0.0529684
SI072_120m,SaanichInlet_120m_24_157,0.428755
SI072_120m,SaanichInlet_120m_24_158,1.35207
SI072_120m,SaanichInlet_120m_24_159,0.100625
SI072_120m,SaanichInlet_120m_24_16,0.123562
SI072_120m,SaanichInlet_120m_24_160,1.02909
SI072_120m,SaanichInlet_120m_24_161,0.305136
SI072_120m,SaanichInlet_120m_24_162,2.17866
SI072_120m,SaanichInlet_120m_24_163,0.536671
SI072_120m,SaanichInlet_120m_24_164,0.138638
SI072_120m,SaanichInlet_120m_24_165,0.475742
SI072_120m,SaanichInlet_120m_24_166,0.101829
SI072_120m,SaanichInlet_120m_24_167,0.322256
SI072_120m,SaanichInlet_120m_24_168,0.27041
SI072_120m,SaanichInlet_120m_24_169,0.0464232
SI072_120m,SaanichInlet_120m_24_17,0.285066
SI072_120m,SaanichInlet_120m_24_170,0.345215
SI072_120m,SaanichInlet_120m_24_171,0.0848815
SI072_120m,SaanichInlet_120m_24_172,0.425508
SI072_120m,SaanichInlet_120m_24_173,0.262748
SI072_120m,SaanichInlet_120m_24_174,0.250942
SI072_120m,SaanichInlet_120m_24_175,0.111753
SI072_120m,SaanichInlet_120m_24_176,0.693505
SI072_120m,SaanichInlet_120m_24_177,0.0947286
SI072_120m,SaanichInlet_120m_24_178,0.168254
SI072_120m,SaanichInlet_120m_24_179,2.04262
SI072_120m,SaanichInlet_120m_24_18,1.83187
SI072_120m,SaanichInlet_120m_24_180,0.22395
SI072_120m,SaanichInlet_120m_24_181,0.186076
SI072_120m,SaanichInlet_120m_24_182,0.819538
SI072_120m,SaanichInlet_120m_24_183,0.264167
SI072_120m,SaanichInlet_120m_24_184,0.185817
SI072_120m,SaanichInlet_120m_24_185,0.397823
SI072_120m,SaanichInlet_120m_24_186,0.440396
SI072_120m,SaanichInlet_120m_24_187,0.314375
SI072_120m,SaanichInlet_120m_24_188,0.100467
SI072_120m,SaanichInlet_120m_24_189,0.448303
SI072_120m,SaanichInlet_120m_24_19,1.7517
SI072_120m,SaanichInlet_120m_24_190,7.07597
SI072_120m,SaanichInlet_120m_24_191,0.236262
SI072_120m,SaanichInlet_120m_24_192,0.128771
SI072_120m,SaanichInlet_120m_24_193,0.754487
SI072_120m,SaanichInlet_120m_24_194,0.310524
SI072_120m,SaanichInlet_120m_24_195,0.524508
SI072_120m,SaanichInlet_120m_24_196,0.343469
SI072_120m,SaanichInlet_120m_24_197,0.105826
SI072_120m,SaanichInlet_120m_24_198,0.187642
SI072_120m,SaanichInlet_120m_24_199,0.289458
SI072_120m,SaanichInlet_120m_24_2,0.806283
SI072_120m,SaanichInlet_120m_24_20,0.554105
SI072_120m,SaanichInlet_120m_24_200,1.73257
SI072_120m,SaanichInlet_120m_24_201,0.22825
SI072_120m,SaanichInlet_120m_24_202,0.358225
SI072_120m,SaanichInlet_120m_24_203,0.428007
SI072_120m,SaanichInlet_120m_24_204,0.326229
SI072_120m,SaanichInlet_120m_24_205,0.248709
SI072_120m,SaanichInlet_120m_24_206,0.0999651
SI072_120m,SaanichInlet_120m_24_207,0.574383
SI072_120m,SaanichInlet_120m_24_208,0.690672
SI072_120m,SaanichInlet_120m_24_209,0.239473
SI072_120m,SaanichInlet_120m_24_21,0.20763
SI072_120m,SaanichInlet_120m_24_210,0.276545
SI072_120m,SaanichInlet_120m_24_211,0.333895
SI072_120m,SaanichInlet_120m_24_212,1.35394
SI072_120m,SaanichInlet_120m_24_213,0.138521
SI072_120m,SaanichInlet_120m_24_214,0.159384
SI072_120m,SaanichInlet_120m_24_215,0.177068
SI072_120m,SaanichInlet_120m_24_216,0.0382835
SI072_120m,SaanichInlet_120m_24_217,0.324209
SI072_120m,SaanichInlet_120m_24_218,1.29392
SI072_120m,SaanichInlet_120m_24_219,0.558943
SI072_120m,SaanichInlet_120m_24_22,5.30449
SI072_120m,SaanichInlet_120m_24_220,0.887926
SI072_120m,SaanichInlet_120m_24_221,0.609788
SI072_120m,SaanichInlet_120m_24_222,0.255282
SI072_120m,SaanichInlet_120m_24_223,0.27358
SI072_120m,SaanichInlet_120m_24_224,0.164401
SI072_120m,SaanichInlet_120m_24_225,0.191842
SI072_120m,SaanichInlet_120m_24_226,0.171372
SI072_120m,SaanichInlet_120m_24_227,1.57078
SI072_120m,SaanichInlet_120m_24_228,0.186495
SI072_120m,SaanichInlet_120m_24_229,0.432405
SI072_120m,SaanichInlet_120m_24_23,0.0988384
SI072_120m,SaanichInlet_120m_24_230,0.243858
SI072_120m,SaanichInlet_120m_24_231,0.88795
SI072_120m,SaanichInlet_120m_24_232,0.855099
SI072_120m,SaanichInlet_120m_24_233,0.283088
SI072_120m,SaanichInlet_120m_24_234,0.476649
SI072_120m,SaanichInlet_120m_24_235,0.146964
SI072_120m,SaanichInlet_120m_24_236,0.0401717
SI072_120m,SaanichInlet_120m_24_237,0.0422949
SI072_120m,SaanichInlet_120m_24_238,0.231329
SI072_120m,SaanichInlet_120m_24_239,0.0768703
SI072_120m,SaanichInlet_120m_24_24,0.400862
SI072_120m,SaanichInlet_120m_24_240,0.284144
SI072_120m,SaanichInlet_120m_24_241,1.05309
SI072_120m,SaanichInlet_120m_24_242,14.39
SI072_120m,SaanichInlet_120m_24_243,0.0741073
SI072_120m,SaanichInlet_120m_24_244,1.07547
SI072_120m,SaanichInlet_120m_24_245,0.0769258
SI072_120m,SaanichInlet_120m_24_246,0.375463
SI072_120m,SaanichInlet_120m_24_247,0.119454
SI072_120m,SaanichInlet_120m_24_248,0.247555
SI072_120m,SaanichInlet_120m_24_249,2.25287
SI072_120m,SaanichInlet_120m_24_25,0.172927
SI072_120m,SaanichInlet_120m_24_250,0.188709
SI072_120m,SaanichInlet_120m_24_251,0.165709
SI072_120m,SaanichInlet_120m_24_252,0.382318
SI072_120m,SaanichInlet_120m_24_253,0.0829029
SI072_120m,SaanichInlet_120m_24_254,0.101833
SI072_120m,SaanichInlet_120m_24_255,0.347318
SI072_120m,SaanichInlet_120m_24_256,0.295284
SI072_120m,SaanichInlet_120m_24_257,0.0343627
SI072_120m,SaanichInlet_120m_24_258,0.287812
SI072_120m,SaanichInlet_120m_24_259,0.0710596
SI072_120m,SaanichInlet_120m_24_26,0.902861
SI072_120m,SaanichInlet_120m_24_260,0.140906
SI072_120m,SaanichInlet_120m_24_261,0.250656
SI072_120m,SaanichInlet_120m_24_262,0.10666
SI072_120m,SaanichInlet_120m_24_263,0.471064
SI072_120m,SaanichInlet_120m_24_264,0.75094
SI072_120m,SaanichInlet_120m_24_265,0.338825
SI072_120m,SaanichInlet_120m_24_266,0.493107
SI072_120m,SaanichInlet_120m_24_267,0.27616
SI072_120m,SaanichInlet_120m_24_268,0.297778
SI072_120m,SaanichInlet_120m_24_269,0.303114
SI072_120m,SaanichInlet_120m_24_27,0.21696
SI072_120m,SaanichInlet_120m_24_270,1.52663
SI072_120m,SaanichInlet_120m_24_271,0.547962
SI072_120m,SaanichInlet_120m_24_272,0.13598
SI072_120m,SaanichInlet_120m_24_273,0.333889
SI072_120m,SaanichInlet_120m_24_274,0.122218
SI072_120m,SaanichInlet_120m_24_275,0.344095
SI072_120m,SaanichInlet_120m_24_276,0.173251
SI072_120m,SaanichInlet_120m_24_277,0.427576
SI072_120m,SaanichInlet_120m_24_278,0.164782
SI072_120m,SaanichInlet_120m_24_279,0.939454
SI072_120m,SaanichInlet_120m_24_28,0.118376
SI072_120m,SaanichInlet_120m_24_280,0.277542
SI072_120m,SaanichInlet_120m_24_281,0.429822
SI072_120m,SaanichInlet_120m_24_282,0.146359
SI072_120m,SaanichInlet_120m_24_283,0.184572
SI072_120m,SaanichInlet_120m_24_284,0.244435
SI072_120m,SaanichInlet_120m_24_285,0.153079
SI072_120m,SaanichInlet_120m_24_286,0.151941
SI072_120m,SaanichInlet_120m_24_287,0.341124
SI072_120m,SaanichInlet_120m_24_288,0.188255
SI072_120m,SaanichInlet_120m_24_289,0.209619
SI072_120m,SaanichInlet_120m_24_29,0.759531
SI072_120m,SaanichInlet_120m_24_290,0.760562
SI072_120m,SaanichInlet_120m_24_291,0.178488
SI072_120m,SaanichInlet_120m_24_292,0.290626
SI072_120m,SaanichInlet_120m_24_293,0.507427
SI072_120m,SaanichInlet_120m_24_294,0.223186
SI072_120m,SaanichInlet_120m_24_295,0.252259
SI072_120m,SaanichInlet_120m_24_296,0.243241
SI072_120m,SaanichInlet_120m_24_297,0.152302
SI072_120m,SaanichInlet_120m_24_298,0.321743
SI072_120m,SaanichInlet_120m_24_299,0.176984
SI072_120m,SaanichInlet_120m_24_3,0.243162
SI072_120m,SaanichInlet_120m_24_30,0.303921
SI072_120m,SaanichInlet_120m_24_300,0.218111
SI072_120m,SaanichInlet_120m_24_301,0.508884
SI072_120m,SaanichInlet_120m_24_302,0.0755905
SI072_120m,SaanichInlet_120m_24_303,14.3085
SI072_120m,SaanichInlet_120m_24_304,5.76322
SI072_120m,SaanichInlet_120m_24_305,0.440193
SI072_120m,SaanichInlet_120m_24_306,0.269562
SI072_120m,SaanichInlet_120m_24_307,0.39392
SI072_120m,SaanichInlet_120m_24_308,0.132825
SI072_120m,SaanichInlet_120m_24_31,0.359797
SI072_120m,SaanichInlet_120m_24_32,0.149017
SI072_120m,SaanichInlet_120m_24_33,0.233954
SI072_120m,SaanichInlet_120m_24_34,1.09699
SI072_120m,SaanichInlet_120m_24_35,0.165266
SI072_120m,SaanichInlet_120m_24_36,0.185599
SI072_120m,SaanichInlet_120m_24_37,0.287979
SI072_120m,SaanichInlet_120m_24_38,0.198013
SI072_120m,SaanichInlet_120m_24_39,0.150674
SI072_120m,SaanichInlet_120m_24_4,1.3616
SI072_120m,SaanichInlet_120m_24_40,0.361754
SI072_120m,SaanichInlet_120m_24_41,0.227013
SI072_120m,SaanichInlet_120m_24_42,0.0391545
SI072_120m,SaanichInlet_120m_24_43,0.124791
SI072_120m,SaanichInlet_120m_24_44,0.696872
SI072_120m,SaanichInlet_120m_24_45,0.67821
SI072_120m,SaanichInlet_120m_24_46,0.30357
SI072_120m,SaanichInlet_120m_24_47,0.432127
SI072_120m,SaanichInlet_120m_24_48,0.115472
SI072_120m,SaanichInlet_120m_24_49,0.136187
SI072_120m,SaanichInlet_120m_24_5,0.896605
SI072_120m,SaanichInlet_120m_24_50,0.313466
SI072_120m,SaanichInlet_120m_24_51,0.058592
SI072_120m,SaanichInlet_120m_24_52,0.111899
SI072_120m,SaanichInlet_120m_24_53,0.572404
SI072_120m,SaanichInlet_120m_24_54,0.106803
SI072_120m,SaanichInlet_120m_24_55,0.957275
SI072_120m,SaanichInlet_120m_24_56,1.73012
SI072_120m,SaanichInlet_120m_24_57,0.173231
SI072_120m,SaanichInlet_120m_24_58,1.25972
SI072_120m,SaanichInlet_120m_24_59,0.23763
SI072_120m,SaanichInlet_120m_24_6,0.431968
SI072_120m,SaanichInlet_120m_24_60,0.246021
SI072_120m,SaanichInlet_120m_24_61,0.28073
SI072_120m,SaanichInlet_120m_24_62,0.21286
SI072_120m,SaanichInlet_120m_24_63,0.245306
SI072_120m,SaanichInlet_120m_24_64,0.202387
SI072_120m,SaanichInlet_120m_24_65,0.756518
SI072_120m,SaanichInlet_120m_24_66,0.549548
SI072_120m,SaanichInlet_120m_24_67,0.0368808
SI072_120m,SaanichInlet_120m_24_68,0.0851695
SI072_120m,SaanichInlet_120m_24_69,1.32942
SI072_120m,SaanichInlet_120m_24_7,0.948171
SI072_120m,SaanichInlet_120m_24_70,0.241646
SI072_120m,SaanichInlet_120m_24_71,0.490181
SI072_120m,SaanichInlet_120m_24_72,0.420063
SI072_120m,SaanichInlet_120m_24_73,0.210284
SI072_120m,SaanichInlet_120m_24_74,0.109001
SI072_120m,SaanichInlet_120m_24_75,0.374372
SI072_120m,SaanichInlet_120m_24_76,0.180841
SI072_120m,SaanichInlet_120m_24_77,0.526608
SI072_120m,SaanichInlet_120m_24_78,0.359291
SI072_120m,SaanichInlet_120m_24_79,0.155743
SI072_120m,SaanichInlet_120m_24_8,0.483858
SI072_120m,SaanichInlet_120m_24_80,0.369617
SI072_120m,SaanichInlet_120m_24_81,0.426102
SI072_120m,SaanichInlet_120m_24_82,0.282509
SI072_120m,SaanichInlet_120m_24_83,0.138054
SI072_120m,SaanichInlet_120m_24_84,0.222031
SI072_120m,SaanichInlet_120m_24_85,0.493506
SI072_120m,SaanichInlet_120m_24_86,0.0567985
SI072_120m,SaanichInlet_120m_24_87,0.214728
SI072_120m,SaanichInlet_120m_24_88,0.138449
SI072_120m,SaanichInlet_120m_24_89,0.286027
SI072_120m,SaanichInlet_120m_24_9,0.275672
SI072_120m,SaanichInlet_120m_24_90,0.277966
SI072_120m,SaanichInlet_120m_24_91,1.6624
SI072_120m,SaanichInlet_120m_24_92,0.254911
SI072_120m,SaanichInlet_120m_24_93,0.177777
SI072_120m,SaanichInlet_120m_24_94,0.0991445
SI072_120m,SaanichInlet_120m_24_95,0.325113
SI072_120m,SaanichInlet_120m_24_96,0.287943
SI072_120m,SaanichInlet_120m_24_97,0.161754
SI072_120m,SaanichInlet_120m_24_98,0.217593
SI072_120m,SaanichInlet_120m_24_99,0.33067
SI072_120m,SaanichInlet_120m_250_1,1.66778
SI072_120m,SaanichInlet_120m_250_10,0.985601
SI072_120m,SaanichInlet_120m_250_11,1.4317
SI072_120m,SaanichInlet_120m_250_12,1.25089
SI072_120m,SaanichInlet_120m_250_13,0.818816
SI072_120m,SaanichInlet_120m_250_2,11.893
SI072_120m,SaanichInlet_120m_250_3,1.31874
SI072_120m,SaanichInlet_120m_250_4,1.29556
SI072_120m,SaanichInlet_120m_250_5,0.915375
SI072_120m,SaanichInlet_120m_250_6,1.02364
SI072_120m,SaanichInlet_120m_250_7,0.926181
SI072_120m,SaanichInlet_120m_250_8,2.00367
SI072_120m,SaanichInlet_120m_250_9,0.821288
SI072_120m,SaanichInlet_120m_253_1,0.216519
SI072_120m,SaanichInlet_120m_253_10,1.73775
SI072_120m,SaanichInlet_120m_253_11,0.201937
SI072_120m,SaanichInlet_120m_253_12,2.10545
SI072_120m,SaanichInlet_120m_253_13,0.127179
SI072_120m,SaanichInlet_120m_253_14,0.298134
SI072_120m,SaanichInlet_120m_253_15,0.382543
SI072_120m,SaanichInlet_120m_253_16,0.145526
SI072_120m,SaanichInlet_120m_253_17,0.981407
SI072_120m,SaanichInlet_120m_253_18,0.889621
SI072_120m,SaanichInlet_120m_253_19,0.223387
SI072_120m,SaanichInlet_120m_253_2,1.15011
SI072_120m,SaanichInlet_120m_253_20,0.572763
SI072_120m,SaanichInlet_120m_253_21,0.163906
SI072_120m,SaanichInlet_120m_253_22,0.533492
SI072_120m,SaanichInlet_120m_253_23,0.251462
SI072_120m,SaanichInlet_120m_253_24,0.568818
SI072_120m,SaanichInlet_120m_253_25,0.416643
SI072_120m,SaanichInlet_120m_253_26,0.472221
SI072_120m,SaanichInlet_120m_253_27,0.578893
SI072_120m,SaanichInlet_120m_253_28,0.067387
SI072_120m,SaanichInlet_120m_253_29,0.632473
SI072_120m,SaanichInlet_120m_253_3,0.495117
SI072_120m,SaanichInlet_120m_253_30,0.176775
SI072_120m,SaanichInlet_120m_253_31,0.241433
SI072_120m,SaanichInlet_120m_253_32,0.524158
SI072_120m,SaanichInlet_120m_253_33,0.410369
SI072_120m,SaanichInlet_120m_253_34,0.126755
SI072_120m,SaanichInlet_120m_253_35,0.0646447
SI072_120m,SaanichInlet_120m_253_36,0.135272
SI072_120m,SaanichInlet_120m_253_37,0.210827
SI072_120m,SaanichInlet_120m_253_38,0.208935
SI072_120m,SaanichInlet_120m_253_4,0.425508
SI072_120m,SaanichInlet_120m_253_5,0.309133
SI072_120m,SaanichInlet_120m_253_6,0.385463
SI072_120m,SaanichInlet_120m_253_7,0.44453
SI072_120m,SaanichInlet_120m_253_8,0.600178
SI072_120m,SaanichInlet_120m_253_9,0.736686
SI072_120m,SaanichInlet_120m_258_1,0.22393
SI072_120m,SaanichInlet_120m_258_10,0.398964
SI072_120m,SaanichInlet_120m_258_100,0.15616
SI072_120m,SaanichInlet_120m_258_101,0.0971288
SI072_120m,SaanichInlet_120m_258_102,0.144379
SI072_120m,SaanichInlet_120m_258_103,0.127246
SI072_120m,SaanichInlet_120m_258_104,0.0237472
SI072_120m,SaanichInlet_120m_258_105,0.226211
SI072_120m,SaanichInlet_120m_258_106,0.0786699
SI072_120m,SaanichInlet_120m_258_107,0.265633
SI072_120m,SaanichInlet_120m_258_108,0.722662
SI072_120m,SaanichInlet_120m_258_109,0.233102
SI072_120m,SaanichInlet_120m_258_11,0.184482
SI072_120m,SaanichInlet_120m_258_110,0.124772
SI072_120m,SaanichInlet_120m_258_111,0.071036
SI072_120m,SaanichInlet_120m_258_112,0.159067
SI072_120m,SaanichInlet_120m_258_113,0.200368
SI072_120m,SaanichInlet_120m_258_114,0.299063
SI072_120m,SaanichInlet_120m_258_115,0.10406
SI072_120m,SaanichInlet_120m_258_116,0.0827834
SI072_120m,SaanichInlet_120m_258_117,0.149225
SI072_120m,SaanichInlet_120m_258_118,0.0865864
SI072_120m,SaanichInlet_120m_258_119,0.101173
SI072_120m,SaanichInlet_120m_258_12,0.49517
SI072_120m,SaanichInlet_120m_258_120,1.18551
SI072_120m,SaanichInlet_120m_258_121,0.431491
SI072_120m,SaanichInlet_120m_258_122,0.173161
SI072_120m,SaanichInlet_120m_258_123,0.348417
SI072_120m,SaanichInlet_120m_258_124,0.266464
SI072_120m,SaanichInlet_120m_258_125,0.462981
SI072_120m,SaanichInlet_120m_258_126,0.216605
SI072_120m,SaanichInlet_120m_258_127,0.17908
SI072_120m,SaanichInlet_120m_258_128,0.0625498
SI072_120m,SaanichInlet_120m_258_129,0.496908
SI072_120m,SaanichInlet_120m_258_13,0.355606
SI072_120m,SaanichInlet_120m_258_130,0.441224
SI072_120m,SaanichInlet_120m_258_131,0.0878673
SI072_120m,SaanichInlet_120m_258_132,0.0716321
SI072_120m,SaanichInlet_120m_258_133,0.124313
SI072_120m,SaanichInlet_120m_258_134,0.166299
SI072_120m,SaanichInlet_120m_258_135,0.139363
SI072_120m,SaanichInlet_120m_258_136,0.147302
SI072_120m,SaanichInlet_120m_258_137,0.0677521
SI072_120m,SaanichInlet_120m_258_138,0.204399
SI072_120m,SaanichInlet_120m_258_139,0.0651778
SI072_120m,SaanichInlet_120m_258_14,0.430819
SI072_120m,SaanichInlet_120m_258_140,0.234422
SI072_120m,SaanichInlet_120m_258_141,0.0869143
